"","ensembl_gene_id","res","Identifier"
"6416","ENSG00000140691","NotSig","NM_001105247"
"6417","ENSG00000204472","NotSig","NM_001318970"
"6418","ENSG00000167863","NotSig","NM_001003785"
"6419","ENSG00000143353","NotSig","NM_001300769"
"6420","ENSG00000144401","NotSig","NM_001127395"
"6421","ENSG00000164904","NotSig","NM_001182"
"6422","ENSG00000251201","NotSig","NM_001164468"
"6423","ENSG00000099785","NotSig","NM_001005415"
"6424","ENSG00000117650","NotSig","NM_001204182"
"6425","ENSG00000104714","NotSig","NM_001303100"
"6426","ENSG00000090470","NotSig","NM_005707"
"6427","ENSG00000009830","NotSig","NM_013382"
"6428","ENSG00000182247","NotSig","NM_001370225"
"6429","ENSG00000152102","NotSig","NM_001009993"
"6430","ENSG00000198265","NotSig","NM_001330447"
"6431","ENSG00000140025","NotSig","NM_001284266"
"6432","ENSG00000167394","NotSig","NM_001172668"
"6433","ENSG00000087237","NotSig","NM_000078"
"6434","ENSG00000182993","NotSig","NM_175874"
"6435","ENSG00000177548","NotSig","NM_024816"
"6436","ENSG00000068366","NotSig","NM_001318509"
"6437","ENSG00000115884","NotSig","NM_001006946"
"6438","ENSG00000158545","NotSig","NM_001294340"
"6439","ENSG00000115977","NotSig","NM_001371575"
"6440","ENSG00000197343","NotSig","NM_001009956"
"6441","ENSG00000167193","NotSig","NM_005206"
"6442","ENSG00000147576","NotSig","NM_144650"
"6443","ENSG00000169679","NotSig","NM_001278616"
"6444","ENSG00000121104","NotSig","NM_001411126"
"6445","ENSG00000023191","NotSig","NM_002939"
"6446","ENSG00000058056","NotSig","NM_003940"
"6447","ENSG00000156110","NotSig","NM_001123"
"6448","ENSG00000122696","NotSig","NM_033412"
"6449","ENSG00000010322","NotSig","NM_001276293"
"6450","ENSG00000184730","NotSig","NM_001424171"
"6451","ENSG00000159363","NotSig","NM_001141973"
"6452","ENSG00000102710","NotSig","NM_001014286"
"6453","ENSG00000116120","NotSig","NM_005687"
"6454","ENSG00000170412","NotSig","NM_001366261"
"6455","ENSG00000115091","NotSig","NM_001277140"
"6456","ENSG00000050405","NotSig","NM_001113546"
"6457","ENSG00000273173","NotSig","NM_001394334"
"6458","ENSG00000171858","NotSig","NM_001024"
"6459","ENSG00000165119","NotSig","NM_001318186"
"6460","ENSG00000172062","NotSig","NM_000344"
"6461","ENSG00000070669","NotSig","NM_001178075"
"6462","ENSG00000139352","NotSig","NM_004316"
"6463","ENSG00000116406","NotSig","NM_001319960"
"6464","ENSG00000232126","NotSig","NM_005514"
"6465","ENSG00000196584","NotSig","NM_005431"
"6466","ENSG00000159593","NotSig","NM_001018159"
"6467","ENSG00000130749","NotSig","NM_015168"
"6468","ENSG00000198612","NotSig","NM_006710"
"6469","ENSG00000182359","NotSig","NM_001330359"
"6470","ENSG00000115211","NotSig","NM_001034116"
"6471","ENSG00000165458","NotSig","NM_001567"
"6472","ENSG00000170852","NotSig","NM_015483"
"6473","ENSG00000095209","NotSig","NM_018112"
"6474","ENSG00000124571","NotSig","NM_020750"
"6475","ENSG00000137133","NotSig","NM_032593"
"6476","ENSG00000013810","NotSig","NM_001410699"
"6477","ENSG00000133027","NotSig","NM_001267551"
"6478","ENSG00000258890","NotSig","NM_001316990"
"6479","ENSG00000108840","NotSig","NM_001015053"
"6480","ENSG00000086666","NotSig","NM_001242911"
"6481","ENSG00000100285","NotSig","NM_021076"
"6482","ENSG00000182827","NotSig","NM_022735"
"6483","ENSG00000142185","NotSig","NM_001001188"
"6484","ENSG00000108064","NotSig","NM_001270782"
"6485","ENSG00000111203","NotSig","NM_018463"
"6486","ENSG00000117500","NotSig","NM_001167830"
"6487","ENSG00000169855","NotSig","NM_001145845"
"6488","ENSG00000084072","NotSig","NM_001195007"
"6489","ENSG00000054118","NotSig","NM_001321471"
"6490","ENSG00000184840","NotSig","NM_017510"
"6491","ENSG00000136960","NotSig","NM_001040092"
"6492","ENSG00000111581","NotSig","NM_001330192"
"6493","ENSG00000159214","NotSig","NM_001349127"
"6494","ENSG00000107020","NotSig","NM_018465"
"6495","ENSG00000125149","NotSig","NM_001320540"
"6496","ENSG00000151692","NotSig","NM_001349181"
"6497","ENSG00000185515","NotSig","NM_001018055"
"6498","ENSG00000090263","NotSig","NM_016071"
"6499","ENSG00000198169","NotSig","NM_138367"
"6500","ENSG00000197093","NotSig","NM_024637"
"6501","ENSG00000139514","NotSig","NM_003045"
"6502","ENSG00000174151","NotSig","NM_001134400"
"6503","ENSG00000142556","NotSig","NM_025040"
"6504","ENSG00000142512","NotSig","NM_001171156"
"6505","ENSG00000157193","NotSig","NM_001018054"
"6506","ENSG00000131400","NotSig","NM_004851"
"6507","ENSG00000152465","NotSig","NM_001308295"
"6508","ENSG00000120696","NotSig","NM_032138"
"6509","ENSG00000139697","NotSig","NM_001167856"
"6510","ENSG00000015568","NotSig","NM_005054"
"6511","ENSG00000135404","NotSig","NM_001040034"
"6512","ENSG00000158691","NotSig","NM_001163391"
"6513","ENSG00000167083","NotSig","NM_001198754"
"6514","ENSG00000143226","NotSig","NM_001136219"
"6515","ENSG00000134108","NotSig","NM_018184"
"6516","ENSG00000083844","NotSig","NM_003417"
"6517","ENSG00000006712","NotSig","NM_001256826"
"6518","ENSG00000011638","NotSig","NM_001301769"
"6519","ENSG00000120896","NotSig","NM_001018003"
"6520","ENSG00000198743","NotSig","NM_006933"
"6521","ENSG00000135074","NotSig","NM_023038"
"6522","ENSG00000151413","NotSig","NM_001201573"
"6523","ENSG00000249471","NotSig","NM_207395"
"6524","ENSG00000095787","NotSig","NM_016628"
"6525","ENSG00000110844","NotSig","NM_001031698"
"6526","ENSG00000172765","NotSig","NM_001017395"
"6527","ENSG00000278828","NotSig","NM_003536"
"6528","ENSG00000232062","NotSig","NM_002122"
"6529","ENSG00000198624","NotSig","NM_015621"
"6530","ENSG00000182923","NotSig","NM_001042383"
"6531","ENSG00000276910","NotSig","NM_001364567"
"6532","ENSG00000149089","NotSig","NM_015957"
"6533","ENSG00000128872","NotSig","NM_001142885"
"6534","ENSG00000175471","NotSig","NM_001002796"
"6535","ENSG00000197696","NotSig","NM_021077"
"6536","ENSG00000150961","NotSig","NM_001318066"
"6537","ENSG00000179295","NotSig","NM_001330437"
"6538","ENSG00000123411","NotSig","NM_001351089"
"6539","ENSG00000046647","NotSig","NM_001042479"
"6540","ENSG00000213463","NotSig","NM_018373"
"6541","ENSG00000110060","NotSig","NM_001271985"
"6542","ENSG00000113597","NotSig","NM_001093755"
"6543","ENSG00000146007","NotSig","NM_144723"
"6544","ENSG00000060688","NotSig","NM_004814"
"6545","ENSG00000118197","NotSig","NM_001031725"
"6546","ENSG00000132640","NotSig","NM_001282550"
"6547","ENSG00000105708","NotSig","NM_021030"
"6548","ENSG00000227460","NotSig","NM_001130066"
"6549","ENSG00000115137","NotSig","NM_001198559"
"6550","ENSG00000144021","NotSig","NM_004804"
"6551","ENSG00000170604","NotSig","NM_015649"
"6552","ENSG00000204227","NotSig","NM_002931"
"6553","ENSG00000186260","NotSig","NM_001308142"
"6554","ENSG00000104129","NotSig","NM_018163"
"6555","ENSG00000255112","NotSig","NM_020412"
"6556","ENSG00000153395","NotSig","NM_024830"
"6557","ENSG00000281894","NotSig","NM_001288590"
"6558","ENSG00000087338","NotSig","NM_178439"
"6559","ENSG00000172650","NotSig","NM_001144000"
"6560","ENSG00000161265","NotSig","NM_001040425"
"6561","ENSG00000084093","NotSig","NM_001193508"
"6562","ENSG00000256269","NotSig","NM_000190"
"6563","ENSG00000213020","NotSig","NM_001161499"
"6564","ENSG00000065243","NotSig","NM_001320707"
"6565","ENSG00000176473","NotSig","NM_001161476"
"6566","ENSG00000196172","NotSig","NM_138286"
"6567","ENSG00000178952","NotSig","NM_001365360"
"6568","ENSG00000055044","NotSig","NM_015934"
"6569","ENSG00000143079","NotSig","NM_018704"
"6570","ENSG00000242028","NotSig","NM_001199885"
"6571","ENSG00000169239","NotSig","NM_007220"
"6572","ENSG00000224740","NotSig","NM_001318875"
"6573","ENSG00000278788","NotSig","NM_001100122"
"6574","ENSG00000015285","NotSig","NM_000377"
"6575","ENSG00000092853","NotSig","NM_001190481"
"6576","ENSG00000119411","NotSig","NM_001317943"
"6577","ENSG00000177311","NotSig","NM_001080412"
"6578","ENSG00000048162","NotSig","NM_001256539"
"6579","ENSG00000112167","NotSig","NM_001304793"
"6580","ENSG00000063180","NotSig","NM_001217"
"6581","ENSG00000148606","NotSig","NM_007055"
"6582","ENSG00000138760","NotSig","NM_001204255"
"6583","ENSG00000175970","NotSig","NM_001080533"
"6584","ENSG00000067596","NotSig","NM_001302623"
"6585","ENSG00000155666","NotSig","NM_001145348"
"6586","ENSG00000162695","NotSig","NM_001144884"
"6587","ENSG00000100395","NotSig","NM_001003689"
"6588","ENSG00000227322","NotSig","NM_001270401"
"6589","ENSG00000155307","NotSig","NM_001256370"
"6590","ENSG00000100056","NotSig","NM_022719"
"6591","ENSG00000169750","NotSig","NM_001316307"
"6592","ENSG00000102898","NotSig","NM_001322038"
"6593","ENSG00000198198","NotSig","NM_001012960"
"6594","ENSG00000068438","NotSig","NM_001282157"
"6595","ENSG00000128928","NotSig","NM_001159508"
"6596","ENSG00000101190","NotSig","NM_001301726"
"6597","ENSG00000276776","NotSig","NM_001128595"
"6598","ENSG00000130856","NotSig","NM_001306089"
"6599","ENSG00000170627","NotSig","NM_144594"
"6600","ENSG00000278087","NotSig","NM_001004067"
"6601","ENSG00000238130","NotSig","NM_000595"
"6602","ENSG00000230514","NotSig","NM_001136"
"6603","ENSG00000089902","NotSig","NM_015156"
"6604","ENSG00000167112","NotSig","NM_001329861"
"6605","ENSG00000130382","NotSig","NM_005934"
"6606","ENSG00000197837","NotSig","NM_175054"
"6607","ENSG00000104671","NotSig","NM_006571"
"6608","ENSG00000114126","NotSig","NM_001178138"
"6609","ENSG00000147813","NotSig","NM_001286829"
"6610","ENSG00000204152","NotSig","NM_001290117"
"6611","ENSG00000136527","NotSig","NM_001243879"
"6612","ENSG00000160352","NotSig","NM_182515"
"6613","ENSG00000276276","NotSig","NM_001113738"
"6614","ENSG00000131495","NotSig","NM_001185012"
"6615","ENSG00000131848","NotSig","NM_001322061"
"6616","ENSG00000100023","NotSig","NM_001317996"
"6617","ENSG00000281306","NotSig","NM_003420"
"6618","ENSG00000175893","NotSig","NM_001354118"
"6619","ENSG00000180773","NotSig","NM_001286139"
"6620","ENSG00000162636","NotSig","NM_001010883"
"6621","ENSG00000131446","NotSig","NM_001114617"
"6622","ENSG00000066933","NotSig","NM_006901"
"6623","ENSG00000143093","NotSig","NM_001270768"
"6624","ENSG00000166140","NotSig","NM_001077268"
"6625","ENSG00000160117","NotSig","NM_001278443"
"6626","ENSG00000161011","NotSig","NM_001142298"
"6627","ENSG00000168916","NotSig","NM_001385619"
"6628","ENSG00000138002","NotSig","NM_001410739"
"6629","ENSG00000113448","NotSig","NM_001104631"
"6630","ENSG00000214063","NotSig","NM_001025234"
"6631","ENSG00000083544","NotSig","NM_001146070"
"6632","ENSG00000133313","NotSig","NM_001168499"
"6633","ENSG00000166845","NotSig","NM_001288980"
"6634","ENSG00000185619","NotSig","NM_001317836"
"6635","ENSG00000049541","NotSig","NM_001278791"
"6636","ENSG00000101442","NotSig","NM_024855"
"6637","ENSG00000149591","NotSig","NM_001001522"
"6638","ENSG00000243414","NotSig","NM_021649"
"6639","ENSG00000100124","NotSig","NM_001349853"
"6640","ENSG00000198455","NotSig","NM_007157"
"6641","ENSG00000182685","NotSig","NM_182563"
"6642","ENSG00000064102","NotSig","NM_018164"
"6643","ENSG00000188033","NotSig","NM_020714"
"6644","ENSG00000131941","NotSig","NM_033103"
"6645","ENSG00000151883","NotSig","NM_001178055"
"6646","ENSG00000076944","NotSig","NM_001127396"
"6647","ENSG00000162664","NotSig","NM_001320185"
"6648","ENSG00000157764","NotSig","NM_001354609"
"6649","ENSG00000136404","NotSig","NM_001144903"
"6650","ENSG00000128923","NotSig","NM_001040450"
"6651","ENSG00000282825","NotSig","NM_001142397"
"6652","ENSG00000067606","NotSig","NM_001033581"
"6653","ENSG00000164081","NotSig","NM_001129884"
"6654","ENSG00000105229","NotSig","NM_015897"
"6655","ENSG00000275903","NotSig","NM_002795"
"6656","ENSG00000283510","NotSig","NM_017759"
"6657","ENSG00000124074","NotSig","NM_032140"
"6658","ENSG00000163945","NotSig","NM_001317934"
"6659","ENSG00000170417","NotSig","NM_001321343"
"6660","ENSG00000204611","NotSig","NM_178523"
"6661","ENSG00000116830","NotSig","NM_003594"
"6662","ENSG00000116251","NotSig","NM_000983"
"6663","ENSG00000178105","NotSig","NM_004398"
"6664","ENSG00000152213","NotSig","NM_138450"
"6665","ENSG00000175595","NotSig","NM_005236"
"6666","ENSG00000197879","NotSig","NM_001080779"
"6667","ENSG00000137804","NotSig","NM_001129897"
"6668","ENSG00000101752","NotSig","NM_020774"
"6669","ENSG00000066739","NotSig","NM_018036"
"6670","ENSG00000115307","NotSig","NM_181575"
"6671","ENSG00000188042","NotSig","NM_001282431"
"6672","ENSG00000104356","NotSig","NM_001145860"
"6673","ENSG00000051825","NotSig","NM_022782"
"6674","ENSG00000075151","NotSig","NM_001198801"
"6675","ENSG00000213185","NotSig","NM_001204364"
"6676","ENSG00000072110","NotSig","NM_001102"
"6677","ENSG00000105321","NotSig","NM_015603"
"6678","ENSG00000080839","NotSig","NM_001323281"
"6679","ENSG00000116704","NotSig","NM_015139"
"6680","ENSG00000068137","NotSig","NM_001411112"
"6681","ENSG00000100490","NotSig","NM_001282236"
"6682","ENSG00000104915","NotSig","NM_001271609"
"6683","ENSG00000072134","NotSig","NM_001102664"
"6684","ENSG00000168397","NotSig","NM_013325"
"6685","ENSG00000105974","NotSig","NM_001172895"
"6686","ENSG00000246082","NotSig","NM_194289"
"6687","ENSG00000120451","NotSig","NM_001301089"
"6688","ENSG00000107443","NotSig","NM_001134375"
"6689","ENSG00000176171","NotSig","NM_004052"
"6690","ENSG00000080546","NotSig","NM_001199933"
"6691","ENSG00000147099","NotSig","NM_001166418"
"6692","ENSG00000138767","NotSig","NM_001286790"
"6693","ENSG00000213186","NotSig","NM_173084"
"6694","ENSG00000126267","NotSig","NM_001863"
"6695","ENSG00000181045","NotSig","NM_001166347"
"6696","ENSG00000170088","NotSig","NM_001100389"
"6697","ENSG00000132881","NotSig","NM_030907"
"6698","ENSG00000115761","NotSig","NM_001261392"
"6699","ENSG00000215440","NotSig","NM_001204872"
"6700","ENSG00000276340","NotSig","NM_001082480"
"6701","ENSG00000131828","NotSig","NM_000284"
"6702","ENSG00000181924","NotSig","NM_016565"
"6703","ENSG00000149657","NotSig","NM_014054"
"6704","ENSG00000177125","NotSig","NM_001099270"
"6705","ENSG00000167447","NotSig","NM_018149"
"6706","ENSG00000160075","NotSig","NM_014188"
"6707","ENSG00000178966","NotSig","NM_001358291"
"6708","ENSG00000182742","NotSig","NM_024015"
"6709","ENSG00000188542","NotSig","NM_001033575"
"6710","ENSG00000135976","NotSig","NM_001164315"
"6711","ENSG00000172244","NotSig","NM_198566"
"6712","ENSG00000224313","NotSig","NM_001371205"
"6713","ENSG00000169905","NotSig","NM_001199260"
"6714","ENSG00000103199","NotSig","NM_001303450"
"6715","ENSG00000204344","NotSig","NM_004197"
"6716","ENSG00000185019","NotSig","NM_001267584"
"6717","ENSG00000164849","NotSig","NM_001303473"
"6718","ENSG00000179454","NotSig","NM_001308112"
"6719","ENSG00000096093","NotSig","NM_001172420"
"6720","ENSG00000204977","NotSig","NM_001007278"
"6721","ENSG00000183978","NotSig","NM_001040431"
"6722","ENSG00000179988","NotSig","NM_001363531"
"6723","ENSG00000105559","NotSig","NM_001161354"
"6724","ENSG00000213445","NotSig","NM_006747"
"6725","ENSG00000169689","NotSig","NM_001271006"
"6726","ENSG00000160439","NotSig","NM_001145971"
"6727","ENSG00000205593","NotSig","NM_001001794"
"6728","ENSG00000117010","NotSig","NM_152373"
"6729","ENSG00000182472","NotSig","NM_144691"
"6730","ENSG00000101040","NotSig","NM_001281769"
"6731","ENSG00000266472","NotSig","NM_018997"
"6732","ENSG00000155096","NotSig","NM_001301668"
"6733","ENSG00000147677","NotSig","NM_003756"
"6734","ENSG00000181192","NotSig","NM_018706"
"6735","ENSG00000013503","NotSig","NM_001160708"
"6736","ENSG00000197226","NotSig","NM_015043"
"6737","ENSG00000173890","NotSig","NM_014373"
"6738","ENSG00000167751","NotSig","NM_001002231"
"6739","ENSG00000079335","NotSig","NM_001319210"
"6740","ENSG00000162408","NotSig","NM_024654"
"6741","ENSG00000108439","NotSig","NM_018129"
"6742","ENSG00000166394","NotSig","NM_001001336"
"6743","ENSG00000197629","NotSig","NM_001039396"
"6744","ENSG00000239282","NotSig","NM_001037666"
"6745","ENSG00000123575","NotSig","NM_207318"
"6746","ENSG00000204852","NotSig","NM_001082537"
"6747","ENSG00000118007","NotSig","NM_005862"
"6748","ENSG00000100575","NotSig","NM_001304485"
"6749","ENSG00000121064","NotSig","NM_021626"
"6750","ENSG00000214253","NotSig","NM_016068"
"6751","ENSG00000171634","NotSig","NM_004459"
"6752","ENSG00000151151","NotSig","NM_152230"
"6753","ENSG00000100600","NotSig","NM_001008530"
"6754","ENSG00000100941","NotSig","NM_002687"
"6755","ENSG00000119227","NotSig","NM_025163"
"6756","ENSG00000188321","NotSig","NM_001202406"
"6757","ENSG00000141959","NotSig","NM_001002021"
"6758","ENSG00000172469","NotSig","NM_024641"
"6759","ENSG00000185158","NotSig","NM_001321350"
"6760","ENSG00000173480","NotSig","NM_001297734"
"6761","ENSG00000196562","NotSig","NM_001161841"
"6762","ENSG00000148803","NotSig","NM_001098483"
"6763","ENSG00000101898","NotSig","NM_001397496"
"6764","ENSG00000187626","NotSig","NM_001304506"
"6765","ENSG00000155229","NotSig","NM_001289403"
"6766","ENSG00000131558","NotSig","NM_001037126"
"6767","ENSG00000101052","NotSig","NM_001303458"
"6768","ENSG00000172936","NotSig","NM_001172566"
"6769","ENSG00000213799","NotSig","NM_001321522"
"6770","ENSG00000089048","NotSig","NM_001276380"
"6771","ENSG00000119720","NotSig","NM_017970"
"6772","ENSG00000162378","NotSig","NM_024646"
"6773","ENSG00000111676","NotSig","NM_001007026"
"6774","ENSG00000173456","NotSig","NM_032015"
"6775","ENSG00000167637","NotSig","NM_001297752"
"6776","ENSG00000185798","NotSig","NM_001345906"
"6777","ENSG00000156931","NotSig","NM_001009921"
"6778","ENSG00000204104","NotSig","NM_001139490"
"6779","ENSG00000196663","NotSig","NM_001172631"
"6780","ENSG00000132326","NotSig","NM_003894"
"6781","ENSG00000169045","NotSig","NM_001257293"
"6782","ENSG00000155545","NotSig","NM_001297598"
"6783","ENSG00000143458","NotSig","NM_001323906"
"6784","ENSG00000119004","NotSig","NM_001371695"
"6785","ENSG00000117305","NotSig","NM_000191"
"6786","ENSG00000272886","NotSig","NM_001290204"
"6787","ENSG00000177700","NotSig","NM_021128"
"6788","ENSG00000136643","NotSig","NM_001136138"
"6789","ENSG00000168060","NotSig","NM_005468"
"6790","ENSG00000119185","NotSig","NM_001319066"
"6791","ENSG00000139718","NotSig","NM_001353345"
"6792","ENSG00000150477","NotSig","NM_001322327"
"6793","ENSG00000110435","NotSig","NM_001135024"
"6794","ENSG00000198873","NotSig","NM_005308"
"6795","ENSG00000155542","NotSig","NM_001171990"
"6796","ENSG00000162714","NotSig","NM_001329733"
"6797","ENSG00000206353","NotSig","NM_006929"
"6798","ENSG00000197619","NotSig","NM_001199324"
"6799","ENSG00000115339","NotSig","NM_004482"
"6800","ENSG00000112146","NotSig","NM_012347"
"6801","ENSG00000239305","NotSig","NM_001198951"
"6802","ENSG00000143376","NotSig","NM_001330723"
"6803","ENSG00000160584","NotSig","NM_001281748"
"6804","ENSG00000166831","NotSig","NM_194272"
"6805","ENSG00000251247","NotSig","NM_001242472"
"6806","ENSG00000183647","NotSig","NM_001321981"
"6807","ENSG00000089041","NotSig","NM_002562"
"6808","ENSG00000073578","NotSig","NM_001294332"
"6809","ENSG00000204348","NotSig","NM_001371205"
"6810","ENSG00000173674","NotSig","NM_001412"
"6811","ENSG00000134318","NotSig","NM_001321643"
"6812","ENSG00000123095","NotSig","NM_030762"
"6813","ENSG00000197471","NotSig","NM_001030288"
"6814","ENSG00000170469","NotSig","NM_194296"
"6815","ENSG00000159259","NotSig","NM_005441"
"6816","ENSG00000125089","NotSig","NM_001318480"
"6817","ENSG00000169902","NotSig","NM_003596"
"6818","ENSG00000205571","NotSig","NM_000344"
"6819","ENSG00000115267","NotSig","NM_022168"
"6820","ENSG00000076641","NotSig","NM_001007549"
"6821","ENSG00000121577","NotSig","NM_001308333"
"6822","ENSG00000213801","NotSig","NM_203307"
"6823","ENSG00000141101","NotSig","NM_014062"
"6824","ENSG00000121481","NotSig","NM_007212"
"6825","ENSG00000204267","NotSig","NM_000544"
"6826","ENSG00000131381","NotSig","NM_001302378"
"6827","ENSG00000175787","NotSig","NM_001301275"
"6828","ENSG00000099219","NotSig","NM_001410952"
"6829","ENSG00000135913","NotSig","NM_020935"
"6830","ENSG00000166188","NotSig","NM_001384365"
"6831","ENSG00000134308","NotSig","NM_006826"
"6832","ENSG00000152253","NotSig","NM_020675"
"6833","ENSG00000145020","NotSig","NM_000481"
"6834","ENSG00000174007","NotSig","NM_001379468"
"6835","ENSG00000101935","NotSig","NM_001025580"
"6836","ENSG00000137947","NotSig","NM_001514"
"6837","ENSG00000148175","NotSig","NM_001270526"
"6838","ENSG00000007080","NotSig","NM_001136203"
"6839","ENSG00000185829","NotSig","NM_001113738"
"6840","ENSG00000100211","NotSig","NM_001002880"
"6841","ENSG00000203485","NotSig","NM_001031714"
"6842","ENSG00000185305","NotSig","NM_019087"
"6843","ENSG00000139517","NotSig","NM_153371"
"6844","ENSG00000166262","NotSig","NM_001330293"
"6845","ENSG00000164484","NotSig","NM_001258276"
"6846","ENSG00000102967","NotSig","NM_001025193"
"6847","ENSG00000137185","NotSig","NM_001199479"
"6848","ENSG00000177854","NotSig","NM_003492"
"6849","ENSG00000198556","NotSig","NM_001013258"
"6850","ENSG00000130713","NotSig","NM_001282708"
"6851","ENSG00000079931","NotSig","NM_015529"
"6852","ENSG00000101639","NotSig","NM_018069"
"6853","ENSG00000168389","NotSig","NM_001136493"
"6854","ENSG00000116138","NotSig","NM_001287811"
"6855","ENSG00000214654","NotSig","NM_001386823"
"6856","ENSG00000156603","NotSig","NM_001317078"
"6857","ENSG00000116128","NotSig","NM_004326"
"6858","ENSG00000139734","NotSig","NM_001042517"
"6859","ENSG00000157020","NotSig","NM_001136026"
"6860","ENSG00000174013","NotSig","NM_001105573"
"6861","ENSG00000249709","NotSig","NM_144976"
"6862","ENSG00000130714","NotSig","NM_001077365"
"6863","ENSG00000151304","NotSig","NM_152546"
"6864","ENSG00000198959","NotSig","NM_001323316"
"6865","ENSG00000188373","NotSig","NM_207373"
"6866","ENSG00000196588","NotSig","NM_001282660"
"6867","ENSG00000128165","NotSig","NM_001253845"
"6868","ENSG00000118454","NotSig","NM_030816"
"6869","ENSG00000171295","NotSig","NM_152357"
"6870","ENSG00000136197","NotSig","NM_001099858"
"6871","ENSG00000183484","NotSig","NM_001278694"
"6872","ENSG00000168538","NotSig","NM_021942"
"6873","ENSG00000174371","NotSig","NM_001319224"
"6874","ENSG00000125835","NotSig","NM_003091"
"6875","ENSG00000135336","NotSig","NM_001197259"
"6876","ENSG00000164916","NotSig","NM_001037165"
"6877","ENSG00000184752","NotSig","NM_001258338"
"6878","ENSG00000142396","NotSig","NM_001396080"
"6879","ENSG00000141956","NotSig","NM_001040424"
"6880","ENSG00000185716","NotSig","NM_001164579"
"6881","ENSG00000240370","NotSig","NR_002803"
"6882","ENSG00000104381","NotSig","NM_001040875"
"6883","ENSG00000166428","NotSig","NM_001308174"
"6884","ENSG00000136169","NotSig","NM_001160308"
"6885","ENSG00000182944","NotSig","NM_001163285"
"6886","ENSG00000271605","NotSig","NM_001085423"
"6887","ENSG00000236560","NotSig","NM_021959"
"6888","ENSG00000198042","NotSig","NM_032509"
"6889","ENSG00000111554","NotSig","NM_001205028"
"6890","ENSG00000177494","NotSig","NM_024508"
"6891","ENSG00000116871","NotSig","NM_001286365"
"6892","ENSG00000168061","NotSig","NM_001367485"
"6893","ENSG00000185920","NotSig","NM_000264"
"6894","ENSG00000269743","NotSig","NM_001012755"
"6895","ENSG00000164087","NotSig","NM_001161580"
"6896","ENSG00000163171","NotSig","NM_001270436"
"6897","ENSG00000078900","NotSig","NM_001126240"
"6898","ENSG00000166592","NotSig","NM_001128850"
"6899","ENSG00000122986","NotSig","NM_001040107"
"6900","ENSG00000164241","NotSig","NM_001164478"
"6901","ENSG00000123240","NotSig","NM_001008211"
"6902","ENSG00000106052","NotSig","NM_001079864"
"6903","ENSG00000184719","NotSig","NM_001031709"
"6904","ENSG00000156261","NotSig","NM_001282907"
"6905","ENSG00000167555","NotSig","NM_032423"
"6906","ENSG00000116852","NotSig","NM_001252100"
"6907","ENSG00000188554","NotSig","NM_001291571"
"6908","ENSG00000139154","NotSig","NM_001114176"
"6909","ENSG00000151773","NotSig","NM_001350617"
"6910","ENSG00000166441","NotSig","NM_000990"
"6911","ENSG00000131196","NotSig","NM_001278669"
"6912","ENSG00000137038","NotSig","NM_001318058"
"6913","ENSG00000169683","NotSig","NM_144999"
"6914","ENSG00000130066","NotSig","NM_002970"
"6915","ENSG00000128908","NotSig","NM_017553"
"6916","ENSG00000151422","NotSig","NM_001308028"
"6917","ENSG00000102384","NotSig","NM_001318521"
"6918","ENSG00000156853","NotSig","NM_138447"
"6919","ENSG00000205309","NotSig","NM_020201"
"6920","ENSG00000106244","NotSig","NM_014891"
"6921","ENSG00000115392","NotSig","NM_001114636"
"6922","ENSG00000163898","NotSig","NM_139248"
"6923","ENSG00000181827","NotSig","NM_001368073"
"6924","ENSG00000197134","NotSig","NM_001316996"
"6925","ENSG00000183878","NotSig","NM_001258249"
"6926","ENSG00000169896","NotSig","NM_000632"
"6927","ENSG00000197860","NotSig","NM_019072"
"6928","ENSG00000178028","NotSig","NM_001034023"
"6929","ENSG00000145214","NotSig","NM_001347"
"6930","ENSG00000105443","NotSig","NM_004228"
"6931","ENSG00000179029","NotSig","NM_001351278"
"6932","ENSG00000204569","NotSig","NM_001376195"
"6933","ENSG00000197302","NotSig","NM_001004300"
"6934","ENSG00000258429","NotSig","NM_022341"
"6935","ENSG00000172943","NotSig","NM_001184896"
"6936","ENSG00000014123","NotSig","NM_015323"
"6937","ENSG00000112039","NotSig","NM_001410876"
"6938","ENSG00000188522","NotSig","NM_001039999"
"6939","ENSG00000145050","NotSig","NM_006010"
"6940","ENSG00000072518","NotSig","NM_001039469"
"6941","ENSG00000188191","NotSig","NM_001164758"
"6942","ENSG00000125843","NotSig","NM_001204446"
"6943","ENSG00000169031","NotSig","NM_000091"
"6944","ENSG00000099956","NotSig","NM_001007468"
"6945","ENSG00000138834","NotSig","NM_001040439"
"6946","ENSG00000100442","NotSig","NM_002013"
"6947","ENSG00000160050","NotSig","NM_001301011"
"6948","ENSG00000106089","NotSig","NM_001165903"
"6949","ENSG00000177683","NotSig","NM_001130475"
"6950","ENSG00000236346","NotSig","NM_001144961"
"6951","ENSG00000109184","NotSig","NM_001040402"
"6952","ENSG00000174231","NotSig","NM_006445"
"6953","ENSG00000170113","NotSig","NM_001142275"
"6954","ENSG00000100994","NotSig","NM_002862"
"6955","ENSG00000117620","NotSig","NM_001271684"
"6956","ENSG00000132849","NotSig","NM_001350145"
"6957","ENSG00000176105","NotSig","NM_005433"
"6958","ENSG00000154144","NotSig","NM_032811"
"6959","ENSG00000167114","NotSig","NM_005094"
"6960","ENSG00000169967","NotSig","NM_001371910"
